#V,I mA,uncert volt,uncert current,
9.917,45.15,0.0069585,0.0953
9.961,21.339,0.0069805,0.047678
9.993,3.689,0.0069965,0.012378
9.999,0.372,0.0069995,0.005744
10,0.094,0.007,0.005188
