x-axis,2
second,Volt
 -5.000000000000e+00,  8.34372e-01
 -4.994880000000e+00,  8.34372e-01
 -4.989760000000e+00,  8.34372e-01
 -4.984640000000e+00,  8.34372e-01
 -4.979520000000e+00,  8.34372e-01
 -4.974400000000e+00,  8.34372e-01
 -4.969280000000e+00,  8.34372e-01
 -4.964160000000e+00,  8.34372e-01
 -4.959040000000e+00,  9.14774e-01
 -4.953920000000e+00,  8.74573e-01
 -4.948800000000e+00,  8.74573e-01
 -4.943680000000e+00,  8.34372e-01
 -4.938560000000e+00,  8.74573e-01
 -4.933440000000e+00,  8.74573e-01
 -4.928320000000e+00,  8.74573e-01
 -4.923200000000e+00,  8.74573e-01
 -4.918080000000e+00,  9.14774e-01
 -4.912960000000e+00,  9.14774e-01
 -4.907840000000e+00,  9.14774e-01
 -4.902720000000e+00,  9.14774e-01
 -4.897600000000e+00,  9.54975e-01
 -4.892480000000e+00,  9.14774e-01
 -4.887360000000e+00,  9.14774e-01
 -4.882240000000e+00,  9.14774e-01
 -4.877120000000e+00,  9.14774e-01
 -4.872000000000e+00,  9.14774e-01
 -4.866880000000e+00,  9.54975e-01
 -4.861760000000e+00,  9.14774e-01
 -4.856640000000e+00,  9.54975e-01
 -4.851520000000e+00,  9.54975e-01
 -4.846400000000e+00,  9.54975e-01
 -4.841280000000e+00,  9.54975e-01
 -4.836160000000e+00,  9.54975e-01
 -4.831040000000e+00,  9.95176e-01
 -4.825920000000e+00,  9.54975e-01
 -4.820800000000e+00,  9.95176e-01
 -4.815680000000e+00,  9.95176e-01
 -4.810560000000e+00,  9.95176e-01
 -4.805440000000e+00,  9.54975e-01
 -4.800320000000e+00,  9.54975e-01
 -4.795200000000e+00,  9.95176e-01
 -4.790080000000e+00,  9.95176e-01
 -4.784960000000e+00,  1.03538e+00
 -4.779840000000e+00,  9.95176e-01
 -4.774720000000e+00,  9.95176e-01
 -4.769600000000e+00,  9.95176e-01
 -4.764480000000e+00,  9.95176e-01
 -4.759360000000e+00,  9.95176e-01
 -4.754240000000e+00,  9.95176e-01
 -4.749120000000e+00,  9.95176e-01
 -4.744000000000e+00,  1.03538e+00
 -4.738880000000e+00,  9.95176e-01
 -4.733760000000e+00,  1.03538e+00
 -4.728640000000e+00,  1.03538e+00
 -4.723520000000e+00,  1.03538e+00
 -4.718400000000e+00,  9.95176e-01
 -4.713280000000e+00,  9.95176e-01
 -4.708160000000e+00,  9.95176e-01
 -4.703040000000e+00,  9.95176e-01
 -4.697920000000e+00,  1.03538e+00
 -4.692800000000e+00,  9.95176e-01
 -4.687680000000e+00,  9.95176e-01
 -4.682560000000e+00,  9.95176e-01
 -4.677440000000e+00,  1.03538e+00
 -4.672320000000e+00,  1.03538e+00
 -4.667200000000e+00,  1.03538e+00
 -4.662080000000e+00,  1.03538e+00
 -4.656960000000e+00,  1.03538e+00
 -4.651840000000e+00,  1.03538e+00
 -4.646720000000e+00,  1.03538e+00
 -4.641600000000e+00,  1.03538e+00
 -4.636480000000e+00,  9.95176e-01
 -4.631360000000e+00,  1.07558e+00
 -4.626240000000e+00,  1.03538e+00
 -4.621120000000e+00,  1.07558e+00
 -4.616000000000e+00,  1.03538e+00
 -4.610880000000e+00,  1.03538e+00
 -4.605760000000e+00,  1.07558e+00
 -4.600640000000e+00,  1.03538e+00
 -4.595520000000e+00,  1.03538e+00
 -4.590400000000e+00,  1.03538e+00
 -4.585280000000e+00,  1.07558e+00
 -4.580160000000e+00,  1.03538e+00
 -4.575040000000e+00,  1.03538e+00
 -4.569920000000e+00,  1.07558e+00
 -4.564800000000e+00,  1.03538e+00
 -4.559680000000e+00,  1.07558e+00
 -4.554560000000e+00,  1.07558e+00
 -4.549440000000e+00,  1.07558e+00
 -4.544320000000e+00,  1.03538e+00
 -4.539200000000e+00,  1.03538e+00
 -4.534080000000e+00,  1.07558e+00
 -4.528960000000e+00,  1.03538e+00
 -4.523840000000e+00,  1.07558e+00
 -4.518720000000e+00,  1.07558e+00
 -4.513600000000e+00,  1.07558e+00
 -4.508480000000e+00,  1.03538e+00
 -4.503360000000e+00,  1.07558e+00
 -4.498240000000e+00,  1.07558e+00
 -4.493120000000e+00,  1.07558e+00
 -4.488000000000e+00,  1.07558e+00
 -4.482880000000e+00,  1.07558e+00
 -4.477760000000e+00,  1.07558e+00
 -4.472640000000e+00,  1.07558e+00
 -4.467520000000e+00,  1.11578e+00
 -4.462400000000e+00,  1.07558e+00
 -4.457280000000e+00,  1.07558e+00
 -4.452160000000e+00,  1.07558e+00
 -4.447040000000e+00,  1.07558e+00
 -4.441920000000e+00,  1.03538e+00
 -4.436800000000e+00,  1.07558e+00
 -4.431680000000e+00,  1.07558e+00
 -4.426560000000e+00,  1.07558e+00
 -4.421440000000e+00,  1.07558e+00
 -4.416320000000e+00,  1.07558e+00
 -4.411200000000e+00,  1.07558e+00
